"","Year","Ceremony","Category","Nominee","Additional.Info","Won.Academy.Award","Film","Artist","Film.ID"
"4225","1977","1977 (50th)","Documentary (Short Subject)","Agueda Martinez: Our People, Our Country","Moctesuma Esparza, Producer","NO","Agueda Martinez: Our People, Our Country","Moctesuma Esparza, Producer","Agueda Martinez: Our People, Our Country (1977)"
"4226","1977","1977 (50th)","Documentary (Short Subject)","First Edition","Helen Whitney and DeWitt L. Sage, Jr., Producers","NO","First Edition","Helen Whitney and DeWitt L. Sage, Jr., Producers","First Edition (1977)"
"4227","1977","1977 (50th)","Documentary (Short Subject)","Gravity Is My Enemy","John Joseph and Jan Stussy, Producers","YES","Gravity Is My Enemy","John Joseph and Jan Stussy, Producers","Gravity Is My Enemy (1977)"
"4228","1977","1977 (50th)","Documentary (Short Subject)","Of Time, Tombs and Treasure","James R. Messenger and Paul N. Raimondi, Producers","NO","Of Time, Tombs and Treasure","James R. Messenger and Paul N. Raimondi, Producers","Of Time, Tombs and Treasure (1977)"
"4229","1977","1977 (50th)","Documentary (Short Subject)","The Shetland Experience","Douglas Gordon, Producer","NO","The Shetland Experience","Douglas Gordon, Producer","The Shetland Experience (1977)"
"4230","1977","1977 (50th)","Film Editing","Close Encounters of the Third Kind","Michael Kahn","NO","Close Encounters of the Third Kind","Michael Kahn","Close Encounters of the Third Kind (1977)"
"4231","1977","1977 (50th)","Film Editing","Julia","Walter Murch","NO","Julia","Walter Murch","Julia (1977)"
"4232","1977","1977 (50th)","Film Editing","Smokey and the Bandit","Walter Hannemann, Angelo Ross","NO","Smokey and the Bandit","Walter Hannemann, Angelo Ross","Smokey and the Bandit (1977)"
"4233","1977","1977 (50th)","Film Editing","Star Wars","Paul Hirsch, Marcia Lucas, Richard Chew","YES","Star Wars","Paul Hirsch, Marcia Lucas, Richard Chew","Star Wars (1977)"
"4234","1977","1977 (50th)","Film Editing","The Turning Point","William Reynolds","NO","The Turning Point","William Reynolds","The Turning Point (1977)"
"4235","1977","1977 (50th)","Foreign Language Film","Iphigenia","Greece","NO","Iphigenia","Greece","Iphigenia (1977)"
"4236","1977","1977 (50th)","Foreign Language Film","Madame Rosa","France","YES","Madame Rosa","France","Madame Rosa (1977)"
"4237","1977","1977 (50th)","Foreign Language Film","Operation Thunderbolt","Israel","NO","Operation Thunderbolt","Israel","Operation Thunderbolt (1977)"
"4238","1977","1977 (50th)","Foreign Language Film","A Special Day","Italy","NO","A Special Day","Italy","A Special Day (1977)"
"4239","1977","1977 (50th)","Foreign Language Film","That Obscure Object of Desire","Spain","NO","That Obscure Object of Desire","Spain","That Obscure Object of Desire (1977)"
"4240","1977","1977 (50th)","Music (Scoring)","Close Encounters of the Third Kind","John Williams","NO","Close Encounters of the Third Kind","John Williams","Close Encounters of the Third Kind (1977)"
"4241","1977","1977 (50th)","Music (Scoring)","Julia","Georges Delerue","NO","Julia","Georges Delerue","Julia (1977)"
"4242","1977","1977 (50th)","Music (Scoring)","Mohammad - Messenger of God","Maurice Jarre","NO","Mohammad - Messenger of God","Maurice Jarre","Mohammad - Messenger of God (1977)"
"4243","1977","1977 (50th)","Music (Scoring)","The Spy Who Loved Me","Marvin Hamlisch","NO","The Spy Who Loved Me","Marvin Hamlisch","The Spy Who Loved Me (1977)"
"4244","1977","1977 (50th)","Music (Scoring)","Star Wars","John Williams","YES","Star Wars","John Williams","Star Wars (1977)"
"4245","1977","1977 (50th)","Music (Scoring)","A Little Night Music","Adaptation Score by Jonathan Tunick","YES","A Little Night Music","Adaptation Score by Jonathan Tunick","A Little Night Music (1977)"
"4246","1977","1977 (50th)","Music (Scoring)","Pete's Dragon","Song Score by Al Kasha and Joel Hirschhorn; Adaptation Score by Irwin Kostal","NO","Pete's Dragon","Song Score by Al Kasha and Joel Hirschhorn; Adaptation Score by Irwin Kostal","Pete's Dragon (1977)"
"4247","1977","1977 (50th)","Music (Scoring)","The Slipper and the Rose--The Story of Cinderella","Song Score by Richard M. Sherman and Robert B. Sherman; Adaptation Score by Angela Morley","NO","The Slipper and the Rose--The Story of Cinderella","Song Score by Richard M. Sherman and Robert B. Sherman; Adaptation Score by Angela Morley","The Slipper and the Rose--The Story of Cinderella (1977)"
"4248","1977","1977 (50th)","Music (Song)","Pete's Dragon","Music and Lyrics by Al Kasha and Joel Hirschhorn","NO","Pete's Dragon","Music and Lyrics by Al Kasha and Joel Hirschhorn","Pete's Dragon (1977)"
"4249","1977","1977 (50th)","Music (Song)","The Spy Who Loved Me","Music by Marvin Hamlisch; Lyrics by Carole Bayer Sager","NO","The Spy Who Loved Me","Music by Marvin Hamlisch; Lyrics by Carole Bayer Sager","The Spy Who Loved Me (1977)"
"4250","1977","1977 (50th)","Music (Song)","The Slipper and the Rose--The Story of Cinderella","Music and Lyrics by Richard M. Sherman and Robert B. Sherman","NO","The Slipper and the Rose--The Story of Cinderella","Music and Lyrics by Richard M. Sherman and Robert B. Sherman","The Slipper and the Rose--The Story of Cinderella (1977)"
"4251","1977","1977 (50th)","Music (Song)","The Rescuers","Music by Sammy Fain; Lyrics by Carol Connors and Ayn Robbins","NO","The Rescuers","Music by Sammy Fain; Lyrics by Carol Connors and Ayn Robbins","The Rescuers (1977)"
"4252","1977","1977 (50th)","Music (Song)","You Light Up My Life","Music and Lyrics by Joseph Brooks","YES","You Light Up My Life","Music and Lyrics by Joseph Brooks","You Light Up My Life (1977)"
"4253","1977","1977 (50th)","Best Picture","Annie Hall","Charles H. Joffe, Producer","YES","Annie Hall","Charles H. Joffe, Producer","Annie Hall (1977)"
"4254","1977","1977 (50th)","Best Picture","The Goodbye Girl","Ray Stark, Producer","NO","The Goodbye Girl","Ray Stark, Producer","The Goodbye Girl (1977)"
"4255","1977","1977 (50th)","Best Picture","Julia","Richard Roth, Producer","NO","Julia","Richard Roth, Producer","Julia (1977)"
"4256","1977","1977 (50th)","Best Picture","Star Wars","Gary Kurtz, Producer","NO","Star Wars","Gary Kurtz, Producer","Star Wars (1977)"
"4257","1977","1977 (50th)","Best Picture","The Turning Point","Herbert Ross and Arthur Laurents, Producers","NO","The Turning Point","Herbert Ross and Arthur Laurents, Producers","The Turning Point (1977)"
"4258","1977","1977 (50th)","Short Film (Animated)","The Bead Game","Ishu Patel, Producer","NO","The Bead Game","Ishu Patel, Producer","The Bead Game (1977)"
"4259","1977","1977 (50th)","Short Film (Animated)","The Doonesbury Special","John Hubley, Faith Hubley and Garry Trudeau, Producers","NO","The Doonesbury Special","John Hubley, Faith Hubley and Garry Trudeau, Producers","The Doonesbury Special (1977)"
"4260","1977","1977 (50th)","Short Film (Animated)","Jimmy the C","James Picker, Robert Grossman and Craig Whitaker, Producers","NO","Jimmy the C","James Picker, Robert Grossman and Craig Whitaker, Producers","Jimmy the C (1977)"
"4261","1977","1977 (50th)","Short Film (Animated)","The Sand Castle","Co Hoedeman, Producer","YES","The Sand Castle","Co Hoedeman, Producer","The Sand Castle (1977)"
"4262","1977","1977 (50th)","Short Film (Live Action)","The Absent-Minded Waiter","William E. McEuen, Producer","NO","The Absent-Minded Waiter","William E. McEuen, Producer","The Absent-Minded Waiter (1977)"
"4263","1977","1977 (50th)","Short Film (Live Action)","Floating Free","Jerry Butts, Producer","NO","Floating Free","Jerry Butts, Producer","Floating Free (1977)"
"4264","1977","1977 (50th)","Short Film (Live Action)","I'll Find a Way","Beverly Shaffer and Yuki Yoshida, Producers","YES","I'll Find a Way","Beverly Shaffer and Yuki Yoshida, Producers","I'll Find a Way (1977)"
"4265","1977","1977 (50th)","Short Film (Live Action)","Notes on the Popular Arts","Saul Bass, Producer","NO","Notes on the Popular Arts","Saul Bass, Producer","Notes on the Popular Arts (1977)"
"4266","1977","1977 (50th)","Short Film (Live Action)","Spaceborne","Philip Dauber, Producer","NO","Spaceborne","Philip Dauber, Producer","Spaceborne (1977)"
"4267","1977","1977 (50th)","Sound","Close Encounters of the Third Kind","Robert Knudson, Robert J. Glass, Don MacDougall, Gene S. Cantamessa","NO","Close Encounters of the Third Kind","Robert Knudson, Robert J. Glass, Don MacDougall, Gene S. Cantamessa","Close Encounters of the Third Kind (1977)"
"4268","1977","1977 (50th)","Sound","The Deep","Walter Goss, Dick Alexander, Tom Beckert, Robin Gregory","NO","The Deep","Walter Goss, Dick Alexander, Tom Beckert, Robin Gregory","The Deep (1977)"
"4269","1977","1977 (50th)","Sound","Sorcerer","Robert Knudson, Robert J. Glass, Richard Tyler, Jean-Louis Ducarme","NO","Sorcerer","Robert Knudson, Robert J. Glass, Richard Tyler, Jean-Louis Ducarme","Sorcerer (1977)"
"4270","1977","1977 (50th)","Sound","Star Wars","Don MacDougall, Ray West, Bob Minkler, Derek Ball","YES","Star Wars","Don MacDougall, Ray West, Bob Minkler, Derek Ball","Star Wars (1977)"
"4271","1977","1977 (50th)","Sound","The Turning Point","Theodore Soderberg, Paul Wells, Douglas O. Williams, Jerry Jost","NO","The Turning Point","Theodore Soderberg, Paul Wells, Douglas O. Williams, Jerry Jost","The Turning Point (1977)"
"4272","1977","1977 (50th)","Sound Editing","Close Encounters of the Third Kind","Frank E. Warner","YES","Close Encounters of the Third Kind","Frank E. Warner","Close Encounters of the Third Kind (1977)"
"4273","1977","1977 (50th)","Visual Effects","Close Encounters of the Third Kind","Roy Arbogast, Douglas Trumbull, Matthew Yuricich, Gregory Jein, Richard Yuricich","NO","Close Encounters of the Third Kind","Roy Arbogast, Douglas Trumbull, Matthew Yuricich, Gregory Jein, Richard Yuricich","Close Encounters of the Third Kind (1977)"
"4274","1977","1977 (50th)","Visual Effects","Star Wars","John Stears, John Dykstra, Richard Edlund, Grant McCune, Robert Blalack","YES","Star Wars","John Stears, John Dykstra, Richard Edlund, Grant McCune, Robert Blalack","Star Wars (1977)"
"4275","1977","1977 (50th)","Writing","Equus","Peter Shaffer","NO","Equus","Peter Shaffer","Equus (1977)"
"4276","1977","1977 (50th)","Writing","I Never Promised You a Rose Garden","Gavin Lambert, Lewis John Carlino","NO","I Never Promised You a Rose Garden","Gavin Lambert, Lewis John Carlino","I Never Promised You a Rose Garden (1977)"
"4277","1977","1977 (50th)","Writing","Julia","Alvin Sargent","YES","Julia","Alvin Sargent","Julia (1977)"
"4278","1977","1977 (50th)","Writing","Oh, God!","Larry Gelbart","NO","Oh, God!","Larry Gelbart","Oh, God! (1977)"
"4279","1977","1977 (50th)","Writing","That Obscure Object of Desire","Luis Buñuel, Jean-Claude Carrière","NO","That Obscure Object of Desire","Luis Buñuel, Jean-Claude Carrière","That Obscure Object of Desire (1977)"
"4280","1977","1977 (50th)","Writing","Annie Hall","Woody Allen, Marshall Brickman","YES","Annie Hall","Woody Allen, Marshall Brickman","Annie Hall (1977)"
"4281","1977","1977 (50th)","Writing","The Goodbye Girl","Neil Simon","NO","The Goodbye Girl","Neil Simon","The Goodbye Girl (1977)"
"4282","1977","1977 (50th)","Writing","The Late Show","Robert Benton","NO","The Late Show","Robert Benton","The Late Show (1977)"
"4283","1977","1977 (50th)","Writing","Star Wars","George Lucas","NO","Star Wars","George Lucas","Star Wars (1977)"
"4284","1977","1977 (50th)","Writing","The Turning Point","Arthur Laurents","NO","The Turning Point","Arthur Laurents","The Turning Point (1977)"
"4285","1977","1977 (50th)","Special Achievement Award","To Benjamin Burtt, Jr. for the creation of the alien, creature and robot voices featured in Star Wars.","","YES",NA,NA,NA
"4286","1977","1977 (50th)","Special Achievement Award","Close Encounters of the Third Kind","Frank E. Warner","YES",NA,NA,NA
"4287","1977","1977 (50th)","Honorary Award","To Margaret Booth for her exceptional contribution to the art of film editing in the motion picture industry.","","YES",NA,NA,NA
"4288","1977","1977 (50th)","Jean Hersholt Humanitarian Award","Charlton Heston","","YES",NA,NA,NA
"4289","1977","1977 (50th)","Irving G. Thalberg Memorial Award","Walter Mirisch","","YES",NA,NA,NA
"4290","1977","1977 (50th)","Scientific and Technical (Academy Award of Merit)","To GARRETT BROWN and the CINEMA PRODUCTS CORPORATION ENGINEERING STAFF under the supervision of John Jurgens, for the invention and development of Steadicam. [Camera Cranes]","","YES",NA,NA,NA
"4291","1977","1977 (50th)","Scientific and Technical (Scientific and Engineering Award)","To JOSEPH D. KELLY, EMORY M. COHEN, BARRY K. HENLEY, HAMMOND H. HOLT and JOHN AGALSOFF of Glen Glenn Sound for the concept and development of a Post-production Audio Processing System for Motion Picture Films. [Sound]","","YES",NA,NA,NA
"4292","1977","1977 (50th)","Scientific and Technical (Scientific and Engineering Award)","To PANAVISION, INCORPORATED, for the concept and engineering of the improvements incorporated in the Panaflex Motion Picture Camera. [Camera]","","YES",NA,NA,NA
"4293","1977","1977 (50th)","Scientific and Technical (Scientific and Engineering Award)","To N. PAUL KENWORTHY, JR. and WILLIAM R. LATADY for the invention and development of the Kenworthy Snorkel Camera System for motion picture photography. [Camera]","","YES",NA,NA,NA
"4294","1977","1977 (50th)","Scientific and Technical (Scientific and Engineering Award)","To JOHN C. DYKSTRA for the development of a facility uniquely oriented toward visual effects photography, and to ALVAH J. MILLER and JERRY JEFFRESS for the engineering of the Electronic Motion Control System used in concert for multiple exposure visual effects motion picture photography. [Systems]","","YES",NA,NA,NA
"4295","1977","1977 (50th)","Scientific and Technical (Scientific and Engineering Award)","To EASTMAN KODAK COMPANY for the development and introduction of a new duplicating film for motion pictures. [Film]","","YES",NA,NA,NA
"4296","1977","1977 (50th)","Scientific and Technical (Scientific and Engineering Award)","To STEFAN KUDELSKI of Nagra Magnetic Recorders, Incorporated, for the engineering of the improvements incorporated in the Nagra 4.2L sound recorder for motion picture production. [Sound]","","YES",NA,NA,NA
"4297","1977","1977 (50th)","Scientific and Technical (Technical Achievement Award)","To ERNST NETTMANN of the Astrovision Division of Continental Camera Systems, Incorporated, for the engineering of its Periscope Aerial Camera System. [Camera]","","YES",NA,NA,NA
"4298","1977","1977 (50th)","Scientific and Technical (Technical Achievement Award)","To EECO (Electronic Engineering Company of California) for developing a method for interlocking non-sprocketed film and tape media used in motion picture production. [Systems]","","YES",NA,NA,NA
"4299","1977","1977 (50th)","Scientific and Technical (Technical Achievement Award)","To DR. BERNHARD KÜHL and WERNER BLOCK of OSRAM, GmbH, for the development of the HMI high-efficiency discharge lamp for motion picture lighting. [Lighting]","","YES",NA,NA,NA
"4300","1977","1977 (50th)","Scientific and Technical (Technical Achievement Award)","To PANAVISION, INCORPORATED, for the design of Panalite, a camera-mounted controllable light for motion picture photography. [Lighting]","","YES",NA,NA,NA
"4301","1977","1977 (50th)","Scientific and Technical (Technical Achievement Award)","To PANAVISION, INCORPORATED, for the engineering of the Panahead gearhead for motion picture cameras. [Stage Operations]","","YES",NA,NA,NA
"4302","1977","1977 (50th)","Scientific and Technical (Technical Achievement Award)","To PICLEAR, INCORPORATED, for originating and developing an attachment to motion picture projectors to improve screen image quality. [Laboratory]","","YES",NA,NA,NA
"4303","1977","1977 (50th)","Scientific and Technical (Bonner Medal)","To Gordon E. Sawyer in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences.","","YES",NA,NA,NA
"4304","1977","1977 (50th)","Scientific and Technical (Bonner Medal)","To Sidney Paul Solow in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences.","","YES",NA,NA,NA
"4305","1976","1976 (49th)","Actor -- Leading Role","Robert De Niro","Taxi Driver {'Travis Bickle'}","NO","Taxi Driver","Robert De Niro","Taxi Driver (1976)"
"4306","1976","1976 (49th)","Actor -- Leading Role","Peter Finch","Network {'Howard Beale'}","YES","Network","Peter Finch","Network (1976)"
"4307","1976","1976 (49th)","Actor -- Leading Role","Giancarlo Giannini","Seven Beauties {'Pasqualino Frafuso'}","NO","Seven Beauties","Giancarlo Giannini","Seven Beauties (1976)"
"4308","1976","1976 (49th)","Actor -- Leading Role","William Holden","Network {'Max Schumacher'}","NO","Network","William Holden","Network (1976)"
"4309","1976","1976 (49th)","Actor -- Leading Role","Sylvester Stallone","Rocky {'Rocky Balboa'}","NO","Rocky","Sylvester Stallone","Rocky (1976)"
"4310","1976","1976 (49th)","Actor -- Supporting Role","Ned Beatty","Network {'Arthur Jensen'}","NO","Network","Ned Beatty","Network (1976)"
"4311","1976","1976 (49th)","Actor -- Supporting Role","Burgess Meredith","Rocky {'Mickey'}","NO","Rocky","Burgess Meredith","Rocky (1976)"
"4312","1976","1976 (49th)","Actor -- Supporting Role","Laurence Olivier","Marathon Man {'Szell'}","NO","Marathon Man","Laurence Olivier","Marathon Man (1976)"
"4313","1976","1976 (49th)","Actor -- Supporting Role","Jason Robards","All the President's Men {'Ben Bradlee'}","YES","All the President's Men","Jason Robards","All the President's Men (1976)"
"4314","1976","1976 (49th)","Actor -- Supporting Role","Burt Young","Rocky {'Paulie'}","NO","Rocky","Burt Young","Rocky (1976)"
"4315","1976","1976 (49th)","Actress -- Leading Role","Marie-Christine Barrault","Cousin, Cousine {'Marthe'}","NO","Cousin, Cousine","Marie-Christine Barrault","Cousin, Cousine (1976)"
"4316","1976","1976 (49th)","Actress -- Leading Role","Faye Dunaway","Network {'Diana Christensen'}","YES","Network","Faye Dunaway","Network (1976)"
"4317","1976","1976 (49th)","Actress -- Leading Role","Talia Shire","Rocky {'Adrian'}","NO","Rocky","Talia Shire","Rocky (1976)"
"4318","1976","1976 (49th)","Actress -- Leading Role","Sissy Spacek","Carrie {'Carrie White'}","NO","Carrie","Sissy Spacek","Carrie (1976)"
"4319","1976","1976 (49th)","Actress -- Leading Role","Liv Ullmann","Face to Face {'Dr. Jenny Isaksson'}","NO","Face to Face","Liv Ullmann","Face to Face (1976)"
"4320","1976","1976 (49th)","Actress -- Supporting Role","Jane Alexander","All the President's Men {'The Bookkeeper'}","NO","All the President's Men","Jane Alexander","All the President's Men (1976)"
"4321","1976","1976 (49th)","Actress -- Supporting Role","Jodie Foster","Taxi Driver {'Iris'}","NO","Taxi Driver","Jodie Foster","Taxi Driver (1976)"
"4322","1976","1976 (49th)","Actress -- Supporting Role","Lee Grant","Voyage of the Damned {'Lilian Rosen'}","NO","Voyage of the Damned","Lee Grant","Voyage of the Damned (1976)"
"4323","1976","1976 (49th)","Actress -- Supporting Role","Piper Laurie","Carrie {'Margaret White'}","NO","Carrie","Piper Laurie","Carrie (1976)"
"4324","1976","1976 (49th)","Actress -- Supporting Role","Beatrice Straight","Network {'Louise Schumacher'}","YES","Network","Beatrice Straight","Network (1976)"
"4325","1976","1976 (49th)","Art Direction","All the President's Men","Art Direction: George Jenkins; Set Decoration: George Gaines","YES","All the President's Men","Art Direction: George Jenkins; Set Decoration: George Gaines","All the President's Men (1976)"
"4326","1976","1976 (49th)","Art Direction","The Incredible Sarah","Art Direction: Elliot Scott, Norman Reynolds; Set Decoration: Peter Howitt","NO","The Incredible Sarah","Art Direction: Elliot Scott, Norman Reynolds; Set Decoration: Peter Howitt","The Incredible Sarah (1976)"
"4327","1976","1976 (49th)","Art Direction","The Last Tycoon","Art Direction: Gene Callahan, Jack Collis; Set Decoration: Jerry Wunderlich","NO","The Last Tycoon","Art Direction: Gene Callahan, Jack Collis; Set Decoration: Jerry Wunderlich","The Last Tycoon (1976)"
"4328","1976","1976 (49th)","Art Direction","Logan's Run","Art Direction: Dale Hennesy; Set Decoration: Robert de Vestel","NO","Logan's Run","Art Direction: Dale Hennesy; Set Decoration: Robert de Vestel","Logan's Run (1976)"
"4329","1976","1976 (49th)","Art Direction","The Shootist","Art Direction: Robert F. Boyle; Set Decoration: Arthur Jeph Parker","NO","The Shootist","Art Direction: Robert F. Boyle; Set Decoration: Arthur Jeph Parker","The Shootist (1976)"
"4330","1976","1976 (49th)","Cinematography","Bound for Glory","Haskell Wexler","YES","Bound for Glory","Haskell Wexler","Bound for Glory (1976)"
"4331","1976","1976 (49th)","Cinematography","King Kong","Richard H. Kline","NO","King Kong","Richard H. Kline","King Kong (1976)"
"4332","1976","1976 (49th)","Cinematography","Logan's Run","Ernest Laszlo","NO","Logan's Run","Ernest Laszlo","Logan's Run (1976)"
"4333","1976","1976 (49th)","Cinematography","Network","Owen Roizman","NO","Network","Owen Roizman","Network (1976)"
"4334","1976","1976 (49th)","Cinematography","A Star Is Born","Robert Surtees","NO","A Star Is Born","Robert Surtees","A Star Is Born (1976)"
"4335","1976","1976 (49th)","Costume Design","Bound for Glory","William Theiss","NO","Bound for Glory","William Theiss","Bound for Glory (1976)"
"4336","1976","1976 (49th)","Costume Design","Fellini's Casanova","Danilo Donati","YES","Fellini's Casanova","Danilo Donati","Fellini's Casanova (1976)"
"4337","1976","1976 (49th)","Costume Design","The Incredible Sarah","Anthony Mendleson","NO","The Incredible Sarah","Anthony Mendleson","The Incredible Sarah (1976)"
"4338","1976","1976 (49th)","Costume Design","The Passover Plot","Mary Wills","NO","The Passover Plot","Mary Wills","The Passover Plot (1976)"
"4339","1976","1976 (49th)","Costume Design","The Seven-per-cent Solution","Alan Barrett","NO","The Seven-per-cent Solution","Alan Barrett","The Seven-per-cent Solution (1976)"
"4340","1976","1976 (49th)","Directing","All the President's Men","Alan J. Pakula","NO","All the President's Men","Alan J. Pakula","All the President's Men (1976)"
"4341","1976","1976 (49th)","Directing","Face to Face","Ingmar Bergman","NO","Face to Face","Ingmar Bergman","Face to Face (1976)"
"4342","1976","1976 (49th)","Directing","Network","Sidney Lumet","NO","Network","Sidney Lumet","Network (1976)"
"4343","1976","1976 (49th)","Directing","Rocky","John G. Avildsen","YES","Rocky","John G. Avildsen","Rocky (1976)"
"4344","1976","1976 (49th)","Directing","Seven Beauties","Lina Wertmüller","NO","Seven Beauties","Lina Wertmüller","Seven Beauties (1976)"
"4345","1976","1976 (49th)","Documentary (Feature)","Harlan County, U.S.A.","Barbara Kopple, Producer","YES","Harlan County, U.S.A.","Barbara Kopple, Producer","Harlan County, U.S.A. (1976)"
"4346","1976","1976 (49th)","Documentary (Feature)","Hollywood on Trial","James Gutman and David Helpern, Jr., Producers","NO","Hollywood on Trial","James Gutman and David Helpern, Jr., Producers","Hollywood on Trial (1976)"
"4347","1976","1976 (49th)","Documentary (Feature)","Off the Edge","Michael Firth, Producer","NO","Off the Edge","Michael Firth, Producer","Off the Edge (1976)"
"4348","1976","1976 (49th)","Documentary (Feature)","People of the Wind","Anthony Howarth and David Koff, Producers","NO","People of the Wind","Anthony Howarth and David Koff, Producers","People of the Wind (1976)"
"4349","1976","1976 (49th)","Documentary (Feature)","Volcano: An Inquiry into the Life and Death of Malcolm Lowry","Donald Brittain and Robert Duncan, Producers","NO","Volcano: An Inquiry into the Life and Death of Malcolm Lowry","Donald Brittain and Robert Duncan, Producers","Volcano: An Inquiry into the Life and Death of Malcolm Lowry (1976)"
"4350","1976","1976 (49th)","Documentary (Short Subject)","American Shoeshine","Sparky Greene, Producer","NO","American Shoeshine","Sparky Greene, Producer","American Shoeshine (1976)"
"4351","1976","1976 (49th)","Documentary (Short Subject)","Blackwood","Tony Ianzelo and Andy Thomson, Producers","NO","Blackwood","Tony Ianzelo and Andy Thomson, Producers","Blackwood (1976)"
"4352","1976","1976 (49th)","Documentary (Short Subject)","The End of the Road","John Armstrong, Producer","NO","The End of the Road","John Armstrong, Producer","The End of the Road (1976)"
"4353","1976","1976 (49th)","Documentary (Short Subject)","Number Our Days","Lynne Littman, Producer","YES","Number Our Days","Lynne Littman, Producer","Number Our Days (1976)"
"4354","1976","1976 (49th)","Documentary (Short Subject)","Universe","Lester Novros, Producer","NO","Universe","Lester Novros, Producer","Universe (1976)"
"4355","1976","1976 (49th)","Film Editing","All the President's Men","Robert L. Wolfe","NO","All the President's Men","Robert L. Wolfe","All the President's Men (1976)"
"4356","1976","1976 (49th)","Film Editing","Bound for Glory","Robert Jones, Pembroke J. Herring","NO","Bound for Glory","Robert Jones, Pembroke J. Herring","Bound for Glory (1976)"
"4357","1976","1976 (49th)","Film Editing","Network","Alan Heim","NO","Network","Alan Heim","Network (1976)"
"4358","1976","1976 (49th)","Film Editing","Rocky","Richard Halsey, Scott Conrad","YES","Rocky","Richard Halsey, Scott Conrad","Rocky (1976)"
"4359","1976","1976 (49th)","Film Editing","Two-Minute Warning","Eve Newman, Walter Hannemann","NO","Two-Minute Warning","Eve Newman, Walter Hannemann","Two-Minute Warning (1976)"
"4360","1976","1976 (49th)","Foreign Language Film","Black and White in Color","Ivory Coast","YES","Black and White in Color","Ivory Coast","Black and White in Color (1976)"
"4361","1976","1976 (49th)","Foreign Language Film","Cousin, Cousine","France","NO","Cousin, Cousine","France","Cousin, Cousine (1976)"
"4362","1976","1976 (49th)","Foreign Language Film","Jacob, the Liar","German Democratic Republic","NO","Jacob, the Liar","German Democratic Republic","Jacob, the Liar (1976)"
"4363","1976","1976 (49th)","Foreign Language Film","Nights and Days","Poland","NO","Nights and Days","Poland","Nights and Days (1976)"
"4364","1976","1976 (49th)","Foreign Language Film","Seven Beauties","Italy","NO","Seven Beauties","Italy","Seven Beauties (1976)"
"4365","1976","1976 (49th)","Music (Scoring)","Obsession","Bernard Herrmann","NO","Obsession","Bernard Herrmann","Obsession (1976)"
"4366","1976","1976 (49th)","Music (Scoring)","The Omen","Jerry Goldsmith","YES","The Omen","Jerry Goldsmith","The Omen (1976)"
"4367","1976","1976 (49th)","Music (Scoring)","The Outlaw Josey Wales","Jerry Fielding","NO","The Outlaw Josey Wales","Jerry Fielding","The Outlaw Josey Wales (1976)"
"4368","1976","1976 (49th)","Music (Scoring)","Taxi Driver","Bernard Herrmann","NO","Taxi Driver","Bernard Herrmann","Taxi Driver (1976)"
"4369","1976","1976 (49th)","Music (Scoring)","Voyage of the Damned","Lalo Schifrin","NO","Voyage of the Damned","Lalo Schifrin","Voyage of the Damned (1976)"
"4370","1976","1976 (49th)","Music (Scoring)","Bound for Glory","Adaptation Score by Leonard Rosenman","YES","Bound for Glory","Adaptation Score by Leonard Rosenman","Bound for Glory (1976)"
"4371","1976","1976 (49th)","Music (Scoring)","Bugsy Malone","Song Score and Adaptation Score by Paul Williams","NO","Bugsy Malone","Song Score and Adaptation Score by Paul Williams","Bugsy Malone (1976)"
"4372","1976","1976 (49th)","Music (Scoring)","A Star Is Born","Adaptation Score by Roger Kellaway","NO","A Star Is Born","Adaptation Score by Roger Kellaway","A Star Is Born (1976)"
"4373","1976","1976 (49th)","Music (Song)","The Omen","Music and Lyrics by Jerry Goldsmith","NO","The Omen","Music and Lyrics by Jerry Goldsmith","The Omen (1976)"
"4374","1976","1976 (49th)","Music (Song)","The Pink Panther Strikes Again","Music by Henry Mancini; Lyrics by Don Black","NO","The Pink Panther Strikes Again","Music by Henry Mancini; Lyrics by Don Black","The Pink Panther Strikes Again (1976)"
"4375","1976","1976 (49th)","Music (Song)","A Star Is Born","Music by Barbra Streisand; Lyrics by Paul Williams","YES","A Star Is Born","Music by Barbra Streisand; Lyrics by Paul Williams","A Star Is Born (1976)"
"4376","1976","1976 (49th)","Music (Song)","Rocky","Music by Bill Conti; Lyrics by Carol Connors and Ayn Robbins","NO","Rocky","Music by Bill Conti; Lyrics by Carol Connors and Ayn Robbins","Rocky (1976)"
"4377","1976","1976 (49th)","Music (Song)","Half a House","Music by Sammy Fain; Lyrics by Paul Francis Webster","NO","Half a House","Music by Sammy Fain; Lyrics by Paul Francis Webster","Half a House (1976)"
"4378","1976","1976 (49th)","Best Picture","All the President's Men","Walter Coblenz, Producer","NO","All the President's Men","Walter Coblenz, Producer","All the President's Men (1976)"
"4379","1976","1976 (49th)","Best Picture","Bound for Glory","Robert F. Blumofe and Harold Leventhal, Producers","NO","Bound for Glory","Robert F. Blumofe and Harold Leventhal, Producers","Bound for Glory (1976)"
"4380","1976","1976 (49th)","Best Picture","Network","Howard Gottfried, Producer","NO","Network","Howard Gottfried, Producer","Network (1976)"
